ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,BEGIN_MONTH,AGES,WORKING_YEAR,STATUS
5048140,F,N,N,0,112500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,47.0,64,0,C
5041479,F,Y,Y,0,126000.0,Working,Secondary special,Married,House / apartment,1,1,0,Other,2,29.0,39,6,X
5026631,F,N,Y,0,99000.0,Working,Secondary special,Separated,House / apartment,0,0,0,Medicine staff,1,23.0,49,24,X
5033422,F,N,N,1,270000.0,Working,Secondary special,Separated,With parents,1,1,0,Private service staff,2,35.0,28,9,0
5114300,F,N,N,1,54000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,Other,3More,24.0,33,0,X
5008856,F,Y,Y,2More,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,3.0,43,8,0
5149831,M,Y,Y,0,315000.0,Working,Secondary special,Married,House / apartment,0,0,0,Managers,2,35.0,47,6,0
5087567,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Other,2,35.0,43,9,X
5089244,F,N,N,0,270000.0,State servant,Secondary special,Separated,House / apartment,0,1,1,Medicine staff,1,26.0,53,33,C
5126298,F,N,N,0,112500.0,Working,Secondary special,Civil marriage,House / apartment,1,0,0,Accountants,2,3.0,43,12,0
5022335,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Core staff,2,13.0,58,4,X
5142343,F,Y,N,2More,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3More,44.0,34,8,0
5142975,F,N,N,0,67500.0,Working,Secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1,14.0,23,1,C
5047672,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,1,1,1,Core staff,3More,46.0,38,6,X
5096839,F,N,Y,0,94500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Other,1,42.0,61,0,C
5045810,M,Y,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,Other,2,21.0,42,5,X
5035591,F,N,N,1,69750.0,Commercial associate,Secondary special,Married,Municipal apartment,1,1,0,Sales staff,3More,46.0,27,2,C
5024897,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,17.0,63,0,C
5036719,F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,9.0,64,0,C
5095862,F,N,N,0,225000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Accountants,1,19.0,56,15,C
5088489,M,Y,N,1,180000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,1,Laborers,3More,28.0,40,2,C
5038504,F,N,Y,2More,216000.0,Commercial associate,Secondary special,Married,With parents,0,1,0,Other,3More,2.0,35,6,0
5146460,F,N,Y,0,135000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Waiters/barmen staff,2,36.0,42,4,C
5143185,F,N,Y,1,157500.0,Commercial associate,Secondary special,Civil marriage,House / apartment,0,1,0,Core staff,3More,57.0,35,4,C
5029556,F,N,Y,0,103500.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,19.0,65,0,X
5018448,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Sales staff,3More,14.0,43,3,C
5089190,F,Y,N,0,135000.0,Working,Secondary special,Widow,House / apartment,1,1,0,Core staff,1,13.0,63,9,C
5139963,M,Y,Y,1,157500.0,Working,Secondary special,Married,House / apartment,1,1,0,Laborers,3More,3.0,28,3,C
5028901,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,0,0,Laborers,1,46.0,52,10,C
5085738,M,N,Y,0,270000.0,Working,Secondary special,Separated,House / apartment,1,1,0,Laborers,1,25.0,36,2,X
5024581,F,N,N,1,90000.0,Working,Secondary special,Married,With parents,0,0,0,Laborers,3More,-0.0,28,4,0
5091422,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2,17.0,44,8,X
5010344,F,N,N,0,216000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,20.0,62,0,0
5135704,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Private service staff,2,5.0,30,4,0
5096106,F,Y,N,2More,112500.0,Working,Secondary special,Civil marriage,House / apartment,1,1,0,Sales staff,3More,10.0,29,1,0
5041895,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,1,1,0,Sales staff,2,5.0,43,4,0
5135251,M,Y,Y,1,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,2,5.0,28,0,0
5135600,M,N,Y,0,135000.0,Commercial associate,Secondary special,Married,With parents,0,0,0,Cooking staff,2,34.0,24,1,C
5053069,F,N,Y,0,193500.0,State servant,Secondary special,Married,Office apartment,0,0,0,Cooking staff,2,16.0,60,27,C
5095352,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,9.0,65,0,C
5024763,F,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3More,7.0,39,3,0
5041220,M,N,Y,0,270000.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,21.0,29,0,C
5135788,F,N,Y,0,126000.0,Working,Secondary special,Married,House / apartment,0,1,0,Accountants,2,3.0,65,5,0
5114545,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,0,0,1,Laborers,2,42.0,29,11,C
5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Core staff,2,31.0,28,4,C
5021679,M,N,Y,0,202500.0,Commercial associate,Secondary special,Separated,House / apartment,0,0,0,Cleaning staff,1,9.0,51,10,0
5090816,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,2,16.0,33,11,X
5044488,F,Y,Y,0,135000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Other,1,34.0,45,3,X
5041346,M,N,Y,0,270000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,1,Drivers,2,53.0,40,14,X
5028931,F,Y,Y,0,112500.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,57.0,47,4,C
5088553,F,N,Y,0,90000.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,Core staff,1,27.0,50,24,X
5021578,M,N,N,0,270000.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Other,2,11.0,26,4,C
5068330,F,N,Y,1,135000.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Medicine staff,3More,23.0,44,14,C
5067625,F,N,N,1,67500.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,5.0,45,19,0
5093207,F,N,Y,0,90000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,35.0,59,0,C
5048141,F,N,N,0,112500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,18.0,64,0,C
5126301,F,N,N,0,270000.0,Commercial associate,Secondary special,Married,House / apartment,1,1,0,Cooking staff,2,40.0,54,1,C
5117098,M,Y,Y,0,360000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,42.0,38,0,X
5054193,F,N,N,0,135000.0,Working,Secondary special,Married,House / apartment,0,1,0,Sales staff,2,45.0,31,1,0
5096438,F,N,N,0,112500.0,Working,Secondary special,Married,House / apartment,0,0,0,Other,2,14.0,52,7,0
5126805,M,N,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,Low-skill Laborers,1,15.0,27,0,C
5094938,F,N,Y,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,51.0,57,0,C
5111153,F,N,Y,0,157500.0,State servant,Secondary special,Civil marriage,House / apartment,0,0,0,Other,2,14.0,39,1,C
5113712,F,Y,Y,1,405000.0,State servant,Secondary special,Married,House / apartment,0,1,1,Laborers,3More,46.0,46,1,0
5066837,F,N,Y,0,382500.0,Working,Secondary special,Married,House / apartment,0,0,0,Secretaries,2,6.0,47,4,X
5142501,M,N,N,0,157500.0,Working,Secondary special,Married,House / apartment,0,0,0,Other,2,20.0,40,2,C
5146195,M,Y,Y,0,382500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,2,18.0,29,1,0
5041820,F,Y,N,0,112500.0,Working,Secondary special,Married,Municipal apartment,0,1,0,Sales staff,2,2.0,47,2,0
5050969,F,N,N,1,112500.0,State servant,Secondary special,Single / not married,House / apartment,0,0,0,Core staff,2,2.0,43,20,0
5116045,F,Y,Y,0,144000.0,Working,Secondary special,Married,House / apartment,0,0,0,Core staff,2,3.0,36,5,X
5095562,F,N,N,1,540000.0,Working,Secondary special,Separated,House / apartment,1,0,0,Managers,2,60.0,44,5,C
5067189,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,Core staff,2,6.0,31,2,0
5116642,F,N,Y,0,261000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,31.0,54,7,C
5033807,F,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,0,1,1,Other,2,50.0,31,6,C
5115547,F,N,Y,1,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,17.0,40,13,X
5054093,M,N,N,0,176175.0,Commercial associate,Secondary special,Married,With parents,1,0,0,Core staff,2,5.0,24,1,1
5025233,F,N,N,0,90000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,2.0,51,0,X
5052962,M,Y,Y,0,135000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,2,45.0,27,7,X
5089246,F,N,N,0,270000.0,State servant,Secondary special,Separated,House / apartment,0,1,1,Medicine staff,1,35.0,53,33,C
5091556,F,N,Y,0,247500.0,Commercial associate,Secondary special,Married,House / apartment,0,1,0,Laborers,2,26.0,33,7,0
5078914,F,N,Y,0,58500.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,47.0,67,0,C
5087814,F,Y,Y,1,135000.0,Working,Secondary special,Separated,House / apartment,1,1,0,Sales staff,2,10.0,32,1,C
5067572,M,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,IT staff,3More,14.0,35,4,0
5038505,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,2,15.0,32,12,X
5052964,M,Y,Y,0,135000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,2,41.0,27,7,X
5105898,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,1,1,0,Core staff,2,23.0,28,4,C
5010509,F,Y,Y,1,157500.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,1.0,37,11,0
5113990,M,Y,N,0,247500.0,Working,Secondary special,Married,House / apartment,0,0,0,Managers,2,46.0,53,18,X
5148664,M,N,N,0,67500.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Other,1,23.0,54,29,X
5068117,F,N,Y,0,450000.0,State servant,Higher education,Single / not married,House / apartment,0,1,1,Core staff,1,21.0,55,8,0
5035858,F,N,Y,0,270000.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,0,0,Accountants,1,14.0,58,6,C
5088726,F,N,Y,1,90000.0,Working,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,3More,4.0,45,3,0
5087750,F,N,Y,0,72000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,6.0,50,0,0
5010829,F,Y,Y,0,270000.0,Working,Secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,5.0,35,4,X
5053013,F,N,N,0,157500.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,1,4.0,52,32,X
5009404,F,N,N,2More,67500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Core staff,3More,7.0,28,1,0
5105073,M,N,Y,0,90000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,-0.0,37,16,X
5028645,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2,10.0,32,5,C
5115781,M,N,Y,0,270000.0,Working,Secondary special,Married,With parents,1,0,0,Laborers,2,38.0,40,7,C
5146263,M,Y,Y,1,135000.0,Working,Secondary special,Married,House / apartment,1,0,0,Security staff,3More,35.0,29,3,C
5029535,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2,29.0,35,3,C
5126252,F,N,N,0,216000.0,Working,Secondary special,Separated,House / apartment,1,0,0,Cleaning staff,1,35.0,54,1,C
5054165,F,N,N,1,67500.0,Working,Secondary special,Married,House / apartment,0,1,0,Sales staff,3More,39.0,30,0,0
5010534,M,Y,Y,0,90000.0,Working,Secondary special,Married,House / apartment,0,0,0,Security staff,2,5.0,58,3,0
5117964,M,N,N,1,135000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,58.0,31,3,C
5061235,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2,28.0,46,3,C
5113483,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,Managers,2,53.0,48,25,C
5088900,F,N,Y,1,117000.0,Working,Higher education,Married,House / apartment,1,0,0,Cleaning staff,3More,5.0,52,1,C
5056183,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Other,2,1.0,26,0,0
5143040,F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,Accountants,1,38.0,28,3,C
5146450,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,8.0,27,0,C
5090314,F,N,Y,0,99000.0,Pensioner,Secondary special,Widow,House / apartment,0,1,0,Other,1,1.0,62,0,0
5033749,F,N,Y,2More,90000.0,Working,Secondary special,Married,House / apartment,1,1,0,Medicine staff,3More,16.0,32,7,0
5045082,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Managers,1,28.0,33,11,X
5148790,F,N,Y,0,202500.0,Commercial associate,Secondary special,Widow,House / apartment,0,0,0,Managers,1,14.0,47,15,0
5125396,M,Y,N,0,292500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,40.0,49,1,C
5126073,F,N,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,Sales staff,2,17.0,34,3,X
5067728,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Managers,3More,16.0,28,7,0
5042077,F,Y,N,2More,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,Other,3More,12.0,43,20,0
5104959,M,Y,Y,0,180000.0,Working,Secondary special,Married,House / apartment,0,0,0,Drivers,2,21.0,59,6,0
5095557,M,N,N,2More,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Laborers,3More,42.0,31,10,C
5096683,F,Y,N,0,405000.0,Working,Secondary special,Married,House / apartment,1,1,0,Drivers,2,19.0,35,12,X
5021994,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Sales staff,2,4.0,25,2,0
5010339,F,N,N,0,216000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,16.0,62,0,C
5021271,F,Y,Y,1,270000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,46.0,39,12,C
5132537,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Other,1,13.0,36,13,C
5135755,M,N,Y,2More,225000.0,State servant,Higher education,Married,House / apartment,0,0,0,Other,3More,47.0,35,12,C
5044608,F,N,Y,0,135000.0,Working,Secondary special,Widow,House / apartment,0,0,0,Medicine staff,1,1.0,57,4,0
5029359,M,Y,Y,2More,360000.0,Working,Secondary special,Married,House / apartment,0,1,0,Managers,3More,7.0,36,2,X
5062283,M,N,Y,0,202500.0,Commercial associate,Secondary special,Married,House / apartment,1,0,1,Core staff,2,4.0,22,2,C
5046041,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,31.0,48,23,C
5096019,F,Y,N,1,225000.0,Working,Secondary special,Separated,House / apartment,1,1,0,Managers,2,5.0,41,10,0
5104986,F,N,N,0,112500.0,Pensioner,Secondary special,Separated,Municipal apartment,0,0,0,Other,1,23.0,59,0,0
5089084,F,N,N,0,135000.0,Commercial associate,Secondary special,Widow,House / apartment,0,1,0,Cooking staff,1,5.0,50,6,1
5090190,F,Y,N,0,121500.0,State servant,Higher education,Married,House / apartment,0,1,0,Other,2,31.0,54,13,C
5066968,M,Y,N,0,119250.0,Working,Secondary special,Civil marriage,House / apartment,0,0,1,Drivers,2,51.0,48,1,C
5053922,M,N,N,1,202500.0,Working,Lower secondary,Civil marriage,House / apartment,1,1,0,Drivers,3More,30.0,39,2,X
5125989,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Waiters/barmen staff,3More,19.0,30,4,C
5091973,F,N,Y,0,171000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Cooking staff,2,17.0,41,6,X
5036080,F,N,Y,2More,153000.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,3More,45.0,29,2,C
5088814,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,Municipal apartment,1,0,1,Sales staff,2,33.0,40,8,X
5051260,F,N,N,0,180000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,38.0,49,11,C
5069349,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,Other,2,31.0,32,9,X
5022926,F,Y,Y,0,144000.0,Pensioner,Secondary special,Civil marriage,House / apartment,0,0,0,Other,2,20.0,58,0,C
5092239,F,N,N,0,117000.0,Working,Secondary special,Married,House / apartment,0,0,0,Other,2,6.0,56,6,0
5125229,F,N,Y,2More,157500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3More,19.0,37,0,X
5036320,F,N,Y,0,112500.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,0,0,Security staff,1,46.0,49,1,X
5089713,F,N,N,0,144000.0,Working,Secondary special,Married,House / apartment,0,1,0,Other,2,12.0,54,12,C
5022989,F,N,Y,0,76500.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,20.0,66,0,X
5008954,M,N,Y,1,225000.0,Working,Secondary special,Married,House / apartment,0,0,0,Other,3More,5.0,28,7,0
5091663,F,N,Y,1,360000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Managers,3More,48.0,46,7,0
5137110,F,Y,N,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,7.0,59,0,C
5113290,F,Y,Y,2More,121500.0,Working,Incomplete higher,Married,House / apartment,1,1,0,Core staff,3More,26.0,31,0,C
5065793,M,Y,Y,0,315000.0,Working,Secondary special,Single / not married,House / apartment,0,0,1,Drivers,1,50.0,35,9,X
5068394,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,0,1,1,Sales staff,2,37.0,38,0,C
5021383,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,0,0,0,Other,3More,17.0,30,2,X
5126793,F,Y,Y,2More,144000.0,Working,Secondary special,Married,House / apartment,1,1,0,Other,3More,51.0,30,8,C
5113492,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,Core staff,3More,56.0,26,5,0
5111093,M,N,Y,1,270000.0,Working,Secondary special,Married,House / apartment,0,1,0,Drivers,3More,15.0,35,0,C
5067089,M,N,N,0,180000.0,Working,Secondary special,Married,House / apartment,0,1,0,Laborers,2,19.0,37,12,C
5066979,M,Y,N,0,119250.0,Working,Secondary special,Civil marriage,House / apartment,0,0,1,Drivers,2,48.0,48,1,C
5068962,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Other,2,57.0,41,8,C
5115672,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3More,5.0,36,10,0
5035789,F,Y,Y,0,90000.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,2.0,60,0,X
5149435,M,Y,Y,2More,315000.0,Working,Higher education,Married,House / apartment,0,0,1,High skill tech staff,3More,30.0,36,5,0
5116658,F,N,Y,1,180000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,34.0,41,6,C
5095656,M,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,33.0,25,3,X
5099819,F,N,Y,0,72000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,48.0,60,0,C
5024345,M,Y,Y,0,585000.0,Commercial associate,Secondary special,Married,With parents,0,0,0,Drivers,2,24.0,45,4,X
5025082,F,Y,Y,0,180000.0,State servant,Secondary special,Married,House / apartment,0,1,0,Other,2,3.0,43,13,0
5023015,F,N,N,0,76500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Other,2,59.0,57,0,C
5023103,M,N,Y,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,14.0,57,0,0
5062661,M,Y,Y,1,144000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,3More,24.0,37,2,0
5090039,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3More,18.0,37,17,0
5062006,F,N,Y,0,180000.0,Pensioner,Secondary special,Married,House / apartment,0,0,1,Other,2,46.0,59,0,C
5009773,M,N,N,0,135000.0,Working,Secondary special,Separated,House / apartment,0,0,0,Laborers,1,27.0,38,8,0
5046395,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,0,1,0,Other,2,14.0,58,0,0
5023771,M,N,Y,0,99000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,41.0,67,0,C
5024872,F,N,Y,0,112500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1,0,Other,1,25.0,60,0,C
5125343,F,N,Y,0,247500.0,Pensioner,Secondary special,Widow,House / apartment,0,0,0,Other,1,53.0,61,0,C
5038918,F,N,Y,1,135000.0,Commercial associate,Secondary special,Married,With parents,0,0,0,Laborers,3More,15.0,30,6,C
5062073,M,N,N,0,135000.0,Working,Secondary special,Civil marriage,House / apartment,1,1,0,Other,2,39.0,34,15,C
5146165,F,Y,Y,0,162000.0,Commercial associate,Secondary special,Civil marriage,House / apartment,0,1,0,Managers,2,51.0,50,8,C
5096648,F,Y,N,2More,135000.0,Working,Higher education,Civil marriage,Municipal apartment,1,1,0,Sales staff,3More,45.0,30,3,C
5058358,M,Y,N,0,540000.0,Commercial associate,Secondary special,Single / not married,Rented apartment,0,0,0,Sales staff,1,13.0,28,4,C
5117078,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2,16.0,27,1,0
5100358,F,N,N,1,90000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,3More,7.0,27,0,0
5069284,F,N,Y,1,315000.0,Working,Secondary special,Married,House / apartment,0,1,0,Core staff,3More,32.0,44,11,0
5010025,F,N,Y,0,135000.0,Working,Secondary special,Married,House / apartment,0,0,0,Laborers,2,20.0,56,6,X
5061641,F,N,Y,0,225000.0,Pensioner,Secondary special,Married,Municipal apartment,0,1,0,Other,2,18.0,59,0,0
5091933,M,N,Y,0,135000.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,5.0,59,0,0
5068274,F,Y,Y,0,450000.0,Commercial associate,Secondary special,Single / not married,House / apartment,0,0,0,Core staff,1,52.0,43,5,C
5090168,F,N,Y,0,148500.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,7.0,64,0,C
5090659,F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,Managers,1,10.0,46,11,X
5149966,F,N,Y,0,180000.0,Working,Secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,40.0,39,8,X
5089813,F,N,N,1,202500.0,Working,Secondary special,Married,House / apartment,0,0,0,Managers,3More,15.0,33,9,X
5105935,M,Y,N,1,202500.0,Working,Secondary special,Married,House / apartment,0,0,1,Drivers,3More,16.0,43,13,X
5150391,F,Y,Y,1,315000.0,Commercial associate,Secondary special,Married,Municipal apartment,0,0,0,Medicine staff,3More,42.0,44,21,C
5118036,F,N,N,2More,121500.0,Working,Higher education,Married,House / apartment,0,0,0,HR staff,3More,25.0,32,1,C
5114550,F,N,Y,1,135000.0,Commercial associate,Secondary special,Widow,Municipal apartment,0,0,0,Core staff,2,13.0,46,26,C
5118184,F,N,N,1,45000.0,Working,Secondary special,Married,House / apartment,0,0,0,Core staff,3More,13.0,37,0,C
5092463,F,N,Y,0,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,Other,2,9.0,58,0,C
5115946,F,N,Y,0,112500.0,Working,Secondary special,Married,Rented apartment,0,0,0,Sales staff,2,39.0,43,24,C
5036885,M,N,Y,2More,202500.0,Working,Secondary special,Married,House / apartment,1,1,0,Laborers,3More,34.0,37,9,C
5061382,M,Y,N,0,450000.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,4.0,43,12,X
5146337,F,N,Y,0,202500.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Sales staff,2,22.0,44,1,C
5092283,F,N,Y,0,360000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,16.0,62,0,0
5024410,F,N,Y,1,121500.0,Working,Secondary special,Married,House / apartment,0,0,0,Sales staff,3More,21.0,41,8,C
5023367,F,N,Y,0,90000.0,Working,Secondary special,Married,House / apartment,1,1,0,Medicine staff,2,13.0,45,8,X
5046017,F,N,Y,0,103500.0,State servant,Secondary special,Civil marriage,House / apartment,0,0,0,Cooking staff,2,14.0,30,1,C
5096394,F,N,N,0,112500.0,Working,Secondary special,Civil marriage,Municipal apartment,1,0,0,Core staff,2,12.0,38,3,X
5100367,F,N,Y,1,72000.0,Working,Secondary special,Civil marriage,Municipal apartment,1,0,0,Cleaning staff,3More,11.0,54,6,0
5038826,M,Y,N,1,202500.0,Working,Secondary special,Married,House / apartment,0,0,1,Laborers,3More,10.0,24,1,C
5069073,F,Y,Y,0,157500.0,State servant,Secondary special,Married,House / apartment,0,0,0,Core staff,2,45.0,51,6,C
5053095,M,N,Y,1,180000.0,Working,Secondary special,Married,House / apartment,0,1,0,Laborers,3More,25.0,37,2,X
5045164,F,Y,Y,2More,126000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Core staff,3More,50.0,31,0,C
5126425,F,N,N,0,90000.0,Pensioner,Secondary special,Married,House / apartment,0,1,0,Other,2,1.0,60,0,0
5009730,M,Y,N,0,292500.0,Working,Secondary special,Married,House / apartment,1,0,0,Laborers,2,4.0,36,3,0
5117112,M,Y,Y,1,427500.0,Working,Secondary special,Civil marriage,House / apartment,0,0,0,Other,3More,8.0,43,1,X
5118641,M,Y,N,0,900000.0,State servant,Higher education,Married,House / apartment,0,1,0,Core staff,2,27.0,64,5,X
5010857,F,N,Y,0,157500.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Security staff,2,24.0,45,2,C
5042137,F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2,19.0,38,20,0
5115899,F,N,Y,0,90000.0,Pensioner,Secondary special,Married,House / apartment,0,0,0,Other,2,43.0,62,0,C
5140078,F,N,Y,0,90000.0,Commercial associate,Secondary special,Married,House / apartment,0,0,0,Core staff,2,6.0,41,1,0
